Hugo_Symbol	P-0049799-T01-IM6	P-0054249-T01-IM6	P-0024039-T01-IM6	P-0053514-T01-IM6	P-0048716-T02-IM6	P-0050649-T01-IM6	P-0003524-T01-IM5	P-0010096-T03-IM6	P-0003362-T01-IM5	P-0020842-T01-IM6	P-0049424-T01-IM6	P-0040313-T01-IM6	P-0052316-T03-IM7	P-0053694-T01-IM6	P-0022434-T01-IM6	P-0008336-T01-IM5	P-0034947-T01-IM6	P-0010103-T01-IM5	P-0021013-T01-IM6	P-0007285-T01-IM5	P-0013873-T01-IM5	P-0040206-T02-IM6	P-0004762-T01-IM5	P-0051008-T01-IM6	P-0033799-T10-IM6	P-0052719-T01-IM6	P-0003677-T01-IM5	P-0055460-T01-IM6	P-0004622-T02-IM5	P-0005842-T01-IM5	P-0035999-T03-IM6	P-0021006-T01-IM6	P-0050435-T01-IM6	P-0032184-T01-IM6	P-0041987-T01-IM6	P-0052334-T01-IM6	P-0004380-T01-IM5	P-0004420-T01-IM5	P-0005284-T02-IM6	P-0005150-T02-IM5	P-0053890-T01-IM6	P-0004260-T01-IM5	P-0064378-T01-IM7	P-0003403-T01-IM5	P-0031860-T01-IM6	P-0005284-T01-IM5	P-0004393-T01-IM5	P-0005150-T01-IM5	P-0051008-T02-IM7	P-0012045-T03-IM6	P-0062262-T02-IM7	P-0051868-T01-IM6	P-0004703-T01-IM5	P-0004426-T01-IM5	P-0016455-T01-IM6	P-0047388-T01-IM6	P-0004622-T01-IM5	P-0045507-T01-IM6	P-0040105-T01-IM6	P-0048716-T01-IM6	P-0010096-T02-IM5	P-0009876-T01-IM5	P-0005225-T01-IM5	P-0044415-T01-IM6	P-0054348-T01-IM6	P-0063432-T01-IM7	P-0060685-T02-IM7	P-0004224-T01-IM5	P-0054398-T01-IM6	P-0047971-T01-IM6	P-0060550-T01-IM7	P-0036725-T01-IM6	P-0015863-T01-IM6	P-0053408-T01-IM6	P-0040946-T01-IM6	P-0020877-T01-IM6	P-0064956-T01-IM7	P-0038346-T01-IM6	P-0036725-T02-IM6	P-0044579-T01-IM6	P-0012045-T02-IM6	P-0048793-T01-IM6	P-0001453-T01-IM3	P-0062262-T01-IM7	P-0048074-T01-IM6	P-0003429-T01-IM5	P-0053218-T03-IM6	P-0055936-T01-IM6	P-0038253-T01-IM6	P-0000891-T01-IM3	P-0016989-T01-IM6	P-0055376-T01-IM6	P-0052496-T01-IM6	P-0023918-T01-IM6	P-0053218-T02-IM6	P-0068073-T01-IM7	P-0022256-T01-IM6	P-0021642-T01-IM6	P-0024039-T02-IM6	P-0004367-T01-IM5	P-0063851-T01-IM7	P-0004997-T01-IM5	P-0031155-T01-IM6	P-0042376-T01-IM6	P-0065167-T01-IM7	P-0035908-T01-IM6	P-0053825-T01-IM6	P-0005346-T01-IM5	P-0008834-T01-IM5	P-0003238-T01-IM5	P-0051509-T01-IM6	P-0002741-T01-IM3	P-0003911-T01-IM5	P-0044554-T01-IM6	P-0005905-T01-IM5	P-0048113-T01-IM6	P-0015186-T02-IM6	P-0050402-T01-IM6	P-0003823-T01-IM5	P-0050955-T02-IM6	P-0051724-T01-IM6	P-0004444-T01-IM5	P-0063619-T01-IM7	P-0003352-T01-IM5	P-0004330-T01-IM5	P-0054353-T01-IM6	P-0026970-T01-IM6	P-0047715-T01-IM6	P-0010838-T01-IM5	P-0027727-T01-IM6	P-0003190-T01-IM5	P-0065397-T01-IM7	P-0047741-T01-IM6	P-0020832-T01-IM6	P-0011345-T01-IM5	P-0004484-T01-IM5	P-0006218-T01-IM5	P-0047573-T01-IM6	P-0044702-T01-IM6	P-0039138-T01-IM6	P-0063598-T01-IM7	P-0003279-T02-IM6	P-0048511-T01-IM6	P-0052352-T02-IM6	P-0009263-T01-IM5	P-0045565-T01-IM6	P-0053115-T01-IM6	P-0010582-T01-IM5	P-0045203-T01-IM6	P-0040700-T01-IM6	P-0051234-T01-IM6	P-0044466-T02-IM6	P-0007966-T01-IM5	P-0015920-T01-IM6	P-0048135-T01-IM6	P-0010783-T02-IM6	P-0064650-T01-IM7	P-0019733-T01-IM6	P-0004765-T01-IM5	P-0006902-T01-IM5	P-0045134-T01-IM6	P-0063672-T01-IM7	P-0050701-T01-IM6	P-0044581-T01-IM6	P-0056846-T01-IM6	P-0050195-T01-IM6	P-0024795-T01-IM6	P-0055936-T03-IM7	P-0063929-T01-IM7	P-0005232-T01-IM5	P-0003097-T01-IM5	P-0000386-T02-IM5	P-0006291-T01-IM5	P-0010033-T01-IM5	P-0025079-T01-IM6	P-0065056-T01-IM7	P-0044932-T01-IM6	P-0049257-T01-IM6	P-0053894-T01-IM6	P-0044491-T01-IM6	P-0050768-T01-IM6	P-0041284-T01-IM6	P-0026082-T02-IM6	P-0041987-T02-IM6	P-0061909-T03-IM7	P-0036882-T01-IM6	P-0047538-T01-IM6	P-0047890-T01-IM6	P-0035613-T01-IM6	P-0026207-T01-IM6	P-0064876-T01-IM7	P-0054498-T01-IM6	P-0039109-T01-IM6	P-0004419-T01-IM5	P-0042551-T01-IM6	P-0010096-T01-IM5	P-0004257-T01-IM5	P-0046580-T02-IM6	P-0035999-T02-IM6	P-0025313-T01-IM6	P-0008240-T01-IM5	P-0038330-T01-IM6	P-0032432-T01-IM6	P-0028454-T01-IM6	P-0040411-T01-IM6	P-0022124-T01-IM6	P-0039181-T01-IM6	P-0003391-T01-IM5	P-0000645-T01-IM3	P-0041288-T01-IM6	P-0030348-T01-IM6	P-0017725-T01-IM6	P-0064938-T02-IM7	P-0016649-T02-IM6	P-0003396-T01-IM5	P-0033130-T01-IM6	P-0030460-T01-IM6	P-0018941-T01-IM6	P-0054353-T02-IM7	P-0016649-T01-IM6	P-0039502-T01-IM6	P-0035999-T01-IM6	P-0044491-T03-IM6	P-0012663-T01-IM5	P-0029228-T01-IM6	P-0039109-T02-IM6	P-0040139-T01-IM6	P-0002610-T01-IM3	P-0000502-T01-IM3	P-0048406-T01-IM6	P-0004257-T02-IM5	P-0051148-T01-IM6	P-0044518-T01-IM6	P-0001871-T01-IM3	P-0055529-T01-IM6	P-0006429-T01-IM5	P-0050971-T01-IM6	P-0059195-T01-IM7	P-0048225-T01-IM6	P-0054685-T01-IM6	P-0016826-T01-IM6	P-0004366-T01-IM5	P-0016254-T01-IM6	P-0021605-T01-IM6	P-0012183-T01-IM5	P-0052099-T01-IM6	P-0005143-T01-IM5	P-0032252-T01-IM6	P-0039974-T01-IM6	P-0051237-T01-IM6	P-0020995-T01-IM6	P-0003690-T01-IM5	P-0003388-T01-IM5	P-0015560-T01-IM6	P-0006570-T01-IM5	P-0007224-T01-IM5	P-0030105-T01-IM6	P-0004197-T01-IM5	P-0040117-T01-IM6	P-0063393-T01-IM7	P-0054403-T01-IM6	P-0060845-T01-IM7	P-0044457-T01-IM6	P-0042502-T01-IM6	P-0002029-T01-IM3	P-0004757-T01-IM5	P-0052797-T01-IM6	P-0034651-T01-IM6	P-0063976-T01-IM7	P-0026651-T01-IM6	P-0001703-T01-IM3	P-0049606-T01-IM6	P-0023606-T01-IM6	P-0031416-T01-IM6	P-0003370-T01-IM5	P-0047905-T01-IM6	P-0026784-T01-IM6	P-0004688-T01-IM5	P-0011187-T01-IM5	P-0052706-T01-IM6	P-0048474-T01-IM6	P-0038500-T01-IM6	P-0025555-T01-IM6	P-0049566-T01-IM6	P-0048532-T01-IM6	P-0023261-T01-IM6	P-0006097-T01-IM5	P-0050660-T01-IM6	P-0052541-T01-IM6	P-0015766-T01-IM6	P-0015501-T01-IM6	P-0032134-T01-IM6	P-0039119-T01-IM6	P-0048461-T01-IM6	P-0048283-T01-IM6	P-0051792-T01-IM6	P-0036305-T01-IM6	P-0053310-T01-IM6	P-0006097-T02-IM6	P-0026874-T01-IM6	P-0042356-T01-IM6	P-0045134-T02-IM6	P-0023174-T01-IM6	P-0050660-T02-IM6	P-0019517-T01-IM6	P-0052567-T01-IM6	P-0007755-T02-IM5	P-0052324-T01-IM6	P-0030383-T02-IM6	P-0028679-T01-IM6	P-0025959-T01-IM6	P-0011245-T01-IM5	P-0008532-T01-IM5	P-0003682-T01-IM5	P-0048225-T03-IM6	P-0042110-T01-IM6	P-0022605-T01-IM6	P-0003566-T01-IM5	P-0020914-T01-IM6	P-0020121-T01-IM6	P-0009029-T01-IM5	P-0052810-T02-IM6	P-0031555-T01-IM6	P-0008345-T01-IM5	P-0046663-T01-IM6	P-0048403-T07-IM7	P-0023001-T01-IM6	P-0042869-T01-IM6	P-0036704-T01-IM6	P-0006142-T01-IM5	P-0060947-T01-IM7	P-0012205-T01-IM5	P-0005251-T01-IM5	P-0038966-T01-IM6	P-0047290-T01-IM6	P-0045054-T01-IM6	P-0007000-T01-IM5	P-0052378-T01-IM6	P-0044580-T01-IM6	P-0038120-T01-IM6	P-0004424-T01-IM5	P-0057043-T01-IM6	P-0048403-T01-IM6	P-0047668-T03-IM6	P-0002953-T01-IM3	P-0006989-T01-IM5	P-0026839-T05-IM7	P-0015186-T01-IM6	P-0052620-T01-IM6	P-0020355-T01-IM6	P-0049958-T01-IM6	P-0026839-T04-IM6	P-0056248-T03-IM6	P-0010079-T03-IM6	P-0041253-T01-IM6	P-0002166-T01-IM3	P-0051682-T01-IM6	P-0049259-T01-IM6	P-0005373-T01-IM5	P-0046292-T01-IM6	P-0003561-T01-IM5	P-0042109-T01-IM6	P-0034183-T01-IM6	P-0033799-T04-IM6	P-0035590-T02-IM6	P-0044554-T02-IM6	P-0021378-T01-IM6	P-0011439-T01-IM5	P-0045552-T01-IM6	P-0044554-T03-IM6	P-0009371-T01-IM5	P-0051695-T01-IM6	P-0045821-T01-IM6	P-0003408-T01-IM5	P-0041166-T01-IM6	P-0051890-T01-IM6	P-0026783-T01-IM6	P-0046649-T01-IM6	P-0049031-T01-IM6	P-0028777-T02-IM6	P-0033799-T02-IM6	P-0051602-T01-IM6	P-0000096-T01-IM3	P-0044204-T01-IM6	P-0047668-T01-IM6	P-0019242-T01-IM6	P-0046447-T01-IM6	P-0044415-T02-IM6	P-0050193-T01-IM6	P-0032210-T01-IM6	P-0005367-T01-IM5	P-0056248-T02-IM6	P-0031320-T01-IM6	P-0021005-T01-IM6	P-0044324-T01-IM6	P-0010803-T01-IM5	P-0037268-T01-IM6	P-0009101-T01-IM5	P-0044204-T02-IM6	P-0001904-T01-IM3	P-0023099-T01-IM6	P-0044554-T04-IM6	P-0065278-T01-IM7	P-0007682-T01-IM5	P-0040377-T01-IM6	P-0068151-T02-IM7	P-0033487-T01-IM6	P-0033799-T01-IM6	P-0022520-T02-IM6	P-0030394-T01-IM6	P-0005424-T01-IM5	P-0005966-T01-IM5	P-0046092-T01-IM6	P-0037307-T01-IM6	P-0030906-T01-IM6	P-0055409-T01-IM6	P-0001904-T02-IM5	P-0020904-T01-IM6	P-0023716-T01-IM6	P-0026839-T01-IM6	P-0021079-T01-IM6	P-0047604-T02-IM6	P-0030508-T01-IM6	P-0050440-T01-IM6	P-0051267-T01-IM6	P-0050202-T01-IM6	P-0010393-T02-IM6	P-0006697-T01-IM5	P-0025613-T01-IM6	P-0003555-T01-IM5	P-0005385-T01-IM5	P-0008968-T01-IM5	P-0030133-T02-IM7	P-0022520-T01-IM6	P-0040204-T01-IM6	P-0035179-T01-IM6	P-0048295-T01-IM6	P-0003438-T01-IM5	P-0046677-T01-IM6	P-0002599-T01-IM3	P-0016649-T06-XS1	P-0042869-T03-XS1	P-0068151-T03-XS1	P-0044491-T07-XS1	P-0004257-T09-XS1	P-0046092-T03-XS1	P-0048403-T04-XS1	P-0010096-T06-XS1	P-0004257-T06-XS1	P-0062262-T03-XS1	P-0054353-T04-XS1	P-0026970-T04-XS1	P-0042869-T06-XS1	P-0051724-T04-XS1	P-0044491-T04-XS1	P-0037307-T05-XS1	P-0044204-T05-XS1	P-0004257-T03-XS1	P-0033799-T11-XS1	P-0015766-T04-XS1	P-0044518-T02-XS1	P-0060845-T03-XS1	P-0042869-T05-XS1	P-0055936-T02-XS1	P-0040700-T02-XS1	P-0044491-T02-XS1	P-0051724-T05-XS1	P-0044491-T05-XS1	P-0051724-T02-XS1	P-0048403-T06-XS1	P-0068151-T05-XS1	P-0037307-T02-XS1	P-0015766-T05-XS1	P-0004257-T04-XS1	P-0044518-T03-XS1	P-0068073-T02-XS1	P-0056248-T01-XS1	P-0026839-T02-XS1	P-0016649-T03-XS1	P-0026970-T02-XS1	P-0035999-T05-XS1	P-0046092-T02-XS1	P-0055936-T05-XS1	P-0034651-T02-XS1	P-0015766-T02-XS1	P-0044554-T05-XS1	P-0044204-T03-XS1	P-0048403-T03-XS1	P-0062262-T04-XS1	P-0055936-T04-XS1	P-0040700-T04-XS1	P-0054353-T03-XS1	P-0033799-T03-XS1	P-0044204-T06-XS1	P-0037307-T04-XS1	P-0015766-T03-XS1	P-0033799-T12-XS1	P-0044554-T06-XS1	P-0056248-T04-XS1	P-0016649-T05-XS1	P-0042869-T02-XS1	P-0048561-T01-XS1	P-0004257-T07-XS1	P-0033799-T09-XS1	P-0048403-T05-XS1	P-0068151-T01-XS1	P-0026839-T03-XS1	P-0016649-T04-XS1	P-0033799-T05-XS1	P-0035999-T04-XS1	P-0026970-T03-XS1	P-0055936-T06-XS1	P-0004257-T08-XS1	P-0044204-T04-XS1	P-0048403-T02-XS1	P-0042869-T04-XS1	P-0044491-T06-XS1	P-0040700-T03-XS1	P-0016649-T07-XS1	P-0060845-T02-XS1	P-0051724-T03-XS1	P-0004257-T05-XS1	P-0010096-T05-XS1	P-0037307-T03-XS1	P-0068151-T04-XS1	P-0015766-T06-XS1
TAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERRFI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STK19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CRKL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STK11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
