Composite.Element.REF	TCGA-DK-A2I4-01	TCGA-GC-A3BM-01	TCGA-DK-A3IV-01	TCGA-DK-A3IL-01	TCGA-DK-A3IN-01	TCGA-DK-A3IT-01	TCGA-DK-A3IK-01	TCGA-DK-A3IQ-01	TCGA-DK-A3IU-01	TCGA-GD-A3OQ-01	TCGA-BT-A3PJ-01	TCGA-DK-A3IM-01	TCGA-GD-A3OS-01	TCGA-GD-A3OP-01	TCGA-BT-A3PH-01	TCGA-GV-A3QI-01	TCGA-GV-A3QH-01	TCGA-BT-A3PK-01	TCGA-CU-A3QU-01	TCGA-FD-A3SL-01	TCGA-FD-A3SP-01	TCGA-E7-A3X6-01	TCGA-FD-A3SN-01	TCGA-FD-A3SO-01	TCGA-FD-A3SQ-01	TCGA-FD-A3SJ-01	TCGA-FD-A3SS-01	TCGA-BT-A42C-01	TCGA-GV-A3QF-01	TCGA-K4-A3WV-01	TCGA-K4-A3WS-01	TCGA-DK-A3X2-01	TCGA-DK-A3X1-01	TCGA-DK-A3WY-01	TCGA-DK-A3WX-01	TCGA-GC-A3WC-01	TCGA-GC-A3YS-01	TCGA-E7-A3Y1-01	TCGA-K4-A3WU-01	TCGA-GV-A3QK-01	TCGA-DK-A3WW-01	TCGA-FJ-A3ZF-01	TCGA-FJ-A3Z7-01	TCGA-FJ-A3ZE-01	TCGA-CU-A3YL-01	TCGA-GU-A42R-01	TCGA-BT-A42B-01	TCGA-DK-A1AG-01	TCGA-DK-A1AF-01	TCGA-DK-A1AE-01	TCGA-DK-A1AA-01	TCGA-DK-A1A5-01	TCGA-DK-A1AD-01	TCGA-DK-A1AC-01	TCGA-DK-A1A3-01	TCGA-DK-A1AB-01	TCGA-DK-A1A6-01	TCGA-DK-A2I2-01	TCGA-DK-A2I1-01	TCGA-DK-A2HX-01	TCGA-ZF-A9RG-01	TCGA-5N-A9KI-01	TCGA-FD-A6TK-01	TCGA-FT-A61P-01	TCGA-GD-A6C6-01	TCGA-DK-A6B6-01	TCGA-E7-A5KE-01	TCGA-E7-A5KF-01	TCGA-CF-A5U8-01	TCGA-XF-A9SM-01	TCGA-XF-A9SY-01	TCGA-XF-A9SV-01	TCGA-KQ-A41R-01	TCGA-KQ-A41S-01	TCGA-ZF-A9RD-01	TCGA-KQ-A41N-01	TCGA-FD-A5BV-01	TCGA-FD-A5BT-01	TCGA-FD-A5BS-01	TCGA-FD-A5BR-01	TCGA-ZF-AA58-01	TCGA-XF-A9SK-01	TCGA-K4-A5RJ-01	TCGA-K4-A5RH-01	TCGA-K4-A5RI-01	TCGA-GV-A6ZA-01	TCGA-UY-A78M-01	TCGA-HQ-A2OF-01	TCGA-FD-A5C1-01	TCGA-FD-A5C0-01	TCGA-FD-A5BZ-01	TCGA-YC-A9TC-01	TCGA-YF-AA3M-01	TCGA-XF-A9SP-01	TCGA-XF-A9SX-01	TCGA-XF-A9SI-01	TCGA-XF-A9SG-01	TCGA-XF-A9SH-01	TCGA-XF-A9SL-01	TCGA-XF-A9T4-01	TCGA-XF-A9T0-01	TCGA-XF-A9SZ-01	TCGA-XF-A9T8-01	TCGA-4Z-AA86-01	TCGA-4Z-AA81-01	TCGA-KQ-A41O-01	TCGA-KQ-A41Q-01	TCGA-KQ-A41P-01	TCGA-FD-A43U-01	TCGA-K4-A4AC-01	TCGA-CF-A47Y-01	TCGA-CF-A47T-01	TCGA-BT-A42E-01	TCGA-FD-A43N-01	TCGA-CF-A47W-01	TCGA-CF-A47S-01	TCGA-FD-A43S-01	TCGA-FD-A43Y-01	TCGA-E7-A4XJ-01	TCGA-FJ-A3Z9-01	TCGA-MV-A51V-01	TCGA-E7-A519-01	TCGA-E5-A4U1-01	TCGA-K4-A4AB-01	TCGA-K4-A54R-01	TCGA-CU-A5W6-01	TCGA-HQ-A5ND-01	TCGA-4Z-AA82-01	TCGA-HQ-A5NE-01	TCGA-LT-A5Z6-01	TCGA-LC-A66R-01	TCGA-DK-A6B0-01	TCGA-4Z-AA84-01	TCGA-4Z-AA80-01	TCGA-4Z-AA7Q-01	TCGA-4Z-AA7Y-01	TCGA-4Z-AA83-01	TCGA-4Z-AA7S-01	TCGA-CF-A5UA-01	TCGA-LT-A8JT-01	TCGA-E7-A6MD-01	TCGA-E7-A7PW-01	TCGA-K4-A83P-01	TCGA-YC-A89H-01	TCGA-E7-A85H-01	TCGA-E7-A8O7-01	TCGA-S5-A6DX-01	TCGA-FD-A6TA-01	TCGA-K4-A6FZ-01	TCGA-FD-A6TB-01	TCGA-E7-A541-01	TCGA-FD-A62S-01	TCGA-FD-A62N-01	TCGA-FD-A62O-01	TCGA-E7-A677-01	TCGA-E7-A678-01	TCGA-PQ-A6FI-01	TCGA-K4-A6MB-01	TCGA-DK-AA76-01	TCGA-DK-AA6P-01	TCGA-FD-A6TF-01	TCGA-E7-A6ME-01	TCGA-E7-A6MF-01	TCGA-FD-A6TG-01	TCGA-FD-A6TH-01	TCGA-FD-A6TE-01	TCGA-FD-A6TI-01	TCGA-GU-AATO-01	TCGA-DK-AA75-01	TCGA-DK-AA6M-01	TCGA-DK-AA6R-01	TCGA-DK-AA74-01	TCGA-DK-AA6Q-01	TCGA-DK-AA77-01	TCGA-DK-AA6S-01	TCGA-XF-AAMT-01	TCGA-XF-AAMY-01	TCGA-XF-AAME-01	TCGA-XF-AAMX-01	TCGA-XF-AAN5-01	TCGA-XF-AAN2-01	TCGA-XF-AAMF-01	TCGA-XF-AAMZ-01	TCGA-XF-AAMW-01	TCGA-XF-AAN0-01	TCGA-XF-AAN4-01	TCGA-R3-A69X-01	TCGA-DK-A6AW-01	TCGA-DK-A6B5-01	TCGA-DK-A6B2-01	TCGA-UY-A78K-01	TCGA-UY-A78N-01	TCGA-UY-A78O-01	TCGA-UY-A78L-01	TCGA-CU-A72E-01	TCGA-GU-A764-01	TCGA-GU-A766-01	TCGA-GU-A762-01	TCGA-GU-A763-01	TCGA-GD-A76B-01	TCGA-E7-A7XN-01	TCGA-UY-A8OC-01	TCGA-CF-A8HY-01	TCGA-CF-A8HX-01	TCGA-XF-A8HG-01	TCGA-XF-A8HE-01	TCGA-XF-A8HF-01	TCGA-XF-A8HD-01	TCGA-XF-A8HH-01	TCGA-XF-A8HI-01	TCGA-XF-A8HC-01	TCGA-XF-A8HB-01	TCGA-E7-A97P-01	TCGA-CF-A9FL-01	TCGA-CF-A9FH-01	TCGA-CF-A9FF-01	TCGA-S5-AA26-01	TCGA-ZF-AA53-01	TCGA-ZF-A9RM-01	TCGA-ZF-A9R0-01	TCGA-ZF-A9R9-01	TCGA-ZF-AA4V-01	TCGA-ZF-AA54-01	TCGA-ZF-AA4N-01	TCGA-ZF-AA56-01	TCGA-ZF-AA51-01	TCGA-ZF-AA5P-01	TCGA-ZF-AA52-01	TCGA-ZF-AA4W-01	TCGA-ZF-AA4T-01	TCGA-2F-A9KQ-01	TCGA-2F-A9KT-01	TCGA-2F-A9KR-01	TCGA-4Z-AA7O-01	TCGA-K4-AAQO-01	TCGA-ZF-A9R1-01	TCGA-GU-AATQ-01	TCGA-G2-AA3C-01	TCGA-G2-AA3B-01	TCGA-GU-AATP-01	TCGA-XF-AAN8-01	TCGA-XF-AAMG-01	TCGA-XF-AAMJ-01
YWHAE|14-3-3_epsilon	-0.926688265	-0.914954224	-0.977542699	-0.899996432	-0.854077895	-0.784013124	-0.799693053	-0.55126691	-0.89066483	-0.81960303	-0.763334355	-0.447035941	-0.726000082	-0.846109597	-0.713543744	-0.681544308	-0.991793733	-0.289057977	-0.849228146	-0.693006972	-0.204077581	-0.823767481	-1.044450889	-0.702986053	-0.761121078	-0.735978312	-0.736868734	-0.910628899	-0.290447604	-0.776061473	-0.647137306	-0.746529329	-0.886135144	-0.566118388	-0.781477183	-0.565781071	-0.822230989	-0.782694359	-1.087377004	-0.891149448	-0.52437078	-0.847690003	-0.480626836	-1.062090239	-0.686934799	-0.852547604	-0.684607557	-0.936985413	-1.00864213	-0.79495148	-0.953161187	-1.175627496	-0.899960398	-0.671575574	-1.086736494	-1.029860163	-0.882809494	-0.707649825	-1.13513076	-0.928300414	-0.752104463	-1.008290788	-0.830995568	-1.007464906	-1.087083575	-0.858785032	-1.102413024	-1.034699434	-0.820416031	-0.798370433	-0.517206586	-0.942404505	-0.991004936	-0.954693786	-0.732371016	-0.855658217	-1.017682161	-0.799987585	-0.64894477	-0.927376723	-0.598361729	-0.885748558	-0.164581658	-0.867949243	-0.940625669	-0.908811683	-0.986603118	-0.978795304	-0.680688573	-0.905333632	-0.900122981	-0.145790113	-0.853997184	-0.902008715	-0.913339968	-0.966045976	-0.81716197	-0.568262993	-0.71485047	-0.847021743	-0.846173294	-0.954085414	-0.755836191	-0.709189247	-0.940639236	-0.851783762	-0.90540125	-0.883728195	-0.804174518	-0.726812424	-0.874445785	-0.890755723	-0.694932196	-0.75229426	-0.793163918	-0.8651245	-0.942187646	-0.86050701	-0.599887239	-1.057307492	-0.808692983	-0.83115333	-0.697235175	-1.036492857	-0.82714593	-0.860611888	-0.895350764	-1.025403722	-0.865214016	-0.992524802	-0.754152559	-0.935726482	-1.267178249	-0.910102958	-0.808867735	-0.889324834	-0.789594925	-0.83493973	-0.974296739	-0.758437657	-0.569110792	-0.939675733	-0.684429044	-0.791996139	-0.833397675	-0.839138395	-0.708316514	-0.950281665	-0.849312857	-0.295744795	-0.929695842	-0.910413277	-0.640073722	-0.813122932	-0.881116372	-0.758157437	-0.868951571	-1.119743897	-0.765277546	-0.981255403	-0.964520446	-0.711471981	-0.756323083	-0.798145642	-0.793103963	-0.955708566	-0.716222765	-0.73515473	-0.911145791	-0.56634045	-0.783332265	-0.593604224	-0.645385935	-1.061448856	-0.68496492	-0.908188807	-0.918613743	-0.783120833	-0.889490357	-0.592616102	-0.724808235	-1.068204888	-0.833137284	-0.891987101	-0.663721056	-0.629963265	-0.75964618	-0.821901973	-0.859711772	-0.962274294	-1.027693556	-0.893221063	-0.84606199	-0.79211723	-0.751364849	-0.665855911	-0.736024752	-0.65520998	-0.86175805	-0.872349447	-0.474358412	-0.74462527	-0.929507357	-0.832580068	-0.893869095	-0.633472172	-0.823527919	-0.80823174	-0.84357688	-0.789471378	-0.711243179	-1.019005115	-0.526131632	-0.892103232	-0.786588105	-0.730023679	-0.865876541	-0.628723601	-0.769907582	-0.829734924	-0.842740304	-1.029951642	-0.612783964	-0.7929752	-0.767237893	-0.760228377	-0.796154556	-0.688053449	-0.587535379	-0.961338931	-0.915523993	-0.80142546	-0.421723969	-0.876600028	-0.81087415	-1.000328851	-1.007281777	-0.725007779	-0.84617032	-0.984362823	-0.66743224	-0.728678727	-0.826807907
EIF4EBP1|4E-BP1	-0.227512359	0.244100756	0.129998168	0.178972882	0.189968605	0.080212942	0.407778154	0.116205088	1.139886496	-0.383286628	0.337127697	0.728473797	0.422705083	-0.016678166	0.1909747	1.362131364	-0.431632217	1.140291858	0.971674554	0.508595937	0.156302051	0.187512899	0.361569265	0.373013785	0.283951184	0.798267653	0.347519699	-0.251103087	0.025510125	1.56591718	0.292565973	1.265026598	0.997304752	0	1.043783103	0.138067228	0.76314818	0.07950818	-0.505228275	0.3027177	0.855355192	-0.336456813	0.677354839	2.26612866	0.403312434	-0.439350358	-0.084654268	0.29590936	0.438606851	0.225809463	0.258995566	0.474820369	0.53731641	0.486578386	0.587940543	0.316620867	0.554921685	1.173405675	0.960097978	0.281982738	0.288313829	0.506834168	-0.06367099	0.282267378	1.295361651	0.232887097	0.029399018	0.114645462	0.134373535	0.604154801	0.696732632	0.421805317	0.39241798	0.364418526	0.801915711	0.151539414	0.914733092	0.492926872	0.690384403	0.782133184	1.28552572	0.780872769	0.83276192	0.631273292	0.726984691	1.002066706	0.67400147	0.563725325	-0.055617719	0.1582702	0.371217978	0.808611106	0.687394553	0.385989208	0.200570536	0.117145119	0.71713021	0.822054074	0.032483484	0.8798029	0.911318767	0.948329684	1.310289226	0.717178427	0.783899227	0.569043342	0.866448677	0.53345713	0.773616847	0.813192364	0.445929337	0.423689556	0.926420431	0.570553351	0.234092243	0.511480033	0.489765981	0.193087131	0.576052721	-0.104705256	0.129031161	0.063771775	-0.256044601	0.413106754	1.299109661	0.515414347	-0.040199583	0.889517957	0.893521593	0.70233594	0.690161525	0.058860098	1.646266414	0.456480013	0.248169509	0.483292071	0.472680434	0.776533594	0.232259018	0.845160121	0.092610416	0.993655991	0.335860685	0.431519798	2.018432308	0.236523763	0.063589742	0.621000241	1.023763845	-0.091450539	0.457930796	0.342075245	0.110290792	1.123509404	0.171638375	0.231747235	1.940693556	0.342791442	-0.28002945	0.197245141	1.107622579	0.47665972	0.144495784	0.368113996	0.278882695	0.541752691	0.36483079	0.430230384	0.585098751	-0.028214371	1.475241418	0.474491377	0.166012755	0.533501836	0.334927224	-0.446278549	0.14834	0.907983435	0.41318426	0.826430995	0.521027145	-0.492361125	0.591682582	0.823521388	0.738670351	0.525901324	0.243497583	-0.019104488	0.39428055	0.141682334	0.299099434	0.931879385	0.694847267	0.921322247	0.881857754	0.825895116	0.692605317	0.681742807	0.234988928	0.246797058	0.759463237	2.062346299	0.390004512	0.588839558	1.649568761	1.330839195	0.913471273	1.199748895	0.336930975	0.443649441	0.604274503	1.303337067	1.188540551	0.61842213	0.171187119	0.66348099	0.634825503	1.700985133	0.6276394	0.870142612	0.942483902	0.401986009	1.353991432	1.362081396	0.630540582	1.458937216	0.677138141	0.888937238	1.326374246	0.552165464	0.277545733	1.173927324	0.723220455	0.850882865	0.656124361	0.790427524	0.803103223	0.357305746	0.472054803	0.244519726	0.650185793	1.141336461	0.852084882
EIF4EBP1|4E-BP1_pS65	-0.100868689	0.143540017	0.006158986	0.097595537	0.117160254	-0.019281916	0.154636187	-0.116171547	0.252787155	-0.372227829	0	-0.087651552	0.83424264	-0.070165481	-0.22050451	-0.011053603	0.075270255	-0.122464052	0.414197743	0.25430368	0.497517131	0.039335167	0.180461703	0.18165328	0.232890141	0.089236163	0.237811652	-0.138226493	-0.020683034	0.898772036	0.284065218	-0.016976412	-0.372218343	0.022808876	1.302764663	0.021422299	-0.009278196	0.056130658	1.20965498	-0.091051895	0.13572917	0.01327993	-0.04089606	1.048397554	0	0.176694102	-0.010513668	-0.164566442	0.087147757	0.060070018	-0.225478102	0.033657102	0.19865677	-0.17839211	-0.381526915	0.053816858	-0.234097902	0.291736629	-0.155381871	-0.249507419	-0.352123663	0.250477301	1.620557572	1.366208696	0.388061573	0.026221871	0.035676042	0.390107876	0.046659578	0.004235345	-0.456880053	-0.20602297	-0.038075919	-0.008586256	0.161199396	0.202690591	-0.040217378	0.009987516	-0.004711127	0.430260766	0.528826217	-0.101688435	-0.016630724	0.581333166	-0.310507356	-0.05422132	0.07292405	0.479857563	-1.138537787	0.163658138	-0.147872209	-0.405327137	0.468510932	-0.101936985	0.047840851	0.271879037	0.13199801	-0.225754649	0.044909993	0.424752779	0.070596733	0.454312039	0.112275997	0.793910452	0.244167588	-0.161875222	-0.053450924	0.162641118	0.070154591	0.293110794	0.260492172	0.185322249	-0.019959361	-0.183301867	-0.068673972	0.18133575	-0.033083463	-0.170204729	-0.110186912	0.110164783	-0.098077857	0.250659922	0.626455191	-0.077320968	0.732528855	-0.223074406	0.632214435	0.742793797	0.123966382	0.664050256	0.143789533	0.332438525	0.207659842	0.341922099	-0.137488911	-0.029750695	0.094721845	0.044571967	0.094741175	0.231246558	-0.590784386	0.183162314	0.043030423	0.030881961	0.899328417	0.010480188	-0.27171982	0.089890856	0.333172684	-0.529224779	-0.106783756	0.27415854	0.22865323	-0.066696087	0.21074754	0.144678512	0.792744416	0.201398209	0.339862858	0.046776297	0.425377287	0.500203948	0.193337216	0.101928567	-0.905212027	-0.050755981	0.123408328	-0.040341295	0.096634352	0.50519315	0.584501274	0.331080776	-0.033877978	0.101021282	0.579308544	0.530667567	-0.16661298	0.091779414	-0.13749542	0.358770889	-0.01356598	-0.000964554	0.029867608	0.55305847	0.096803569	0.222554014	0.277824922	0.059417369	0.159865403	-0.098593553	-0.102802795	0.04270661	-0.09983663	0.098091408	-0.12768175	0.603052506	0.828450707	0.056539786	-0.072786803	0.020671955	0.051770553	1.736836492	0.644213926	0.268255584	0.2575946	0.121943187	-0.298631342	0.057275383	0.261322955	0.463647914	-0.123255671	0.114232995	0.28221342	-0.161994255	0.142132696	0.095335695	0.491469232	0.876601551	0.399758596	-0.032633152	-0.12410564	0.075033754	0.492828454	0.557687574	0.068241405	0.466861457	0.203030444	0.127047703	0.143462823	0.127117436	-0.105041412	0.365652565	0.061876324	0.204203586	0.120100946	0.298692345	-0.121336103	0.429982777	0.340621554	0.120778606	0.107024882	0.426050999	-0.116520454
EIF4EBP1|4E-BP1_pT37T46	0.344334124	0.898951178	1.338863674	1.385366473	1.083884951	0.354260624	0.106531685	0.753381154	1.836821048	0.513730075	0.088911678	-0.438130543	1.837897478	0.39270553	-0.748120084	0.123843457	1.110039802	-0.170697522	2.045635678	0.158909886	0.197994092	0.294654616	0.337277705	0.622168105	0.431856654	0.928208659	1.571377407	0.501213709	0.313723824	2.654908486	0.048145353	-0.84573448	0.891017006	-0.481745243	3.370920788	0.002892853	0.077933718	1.171003786	0.620146898	0.653107915	-0.28639771	1.336395036	0.202220122	2.646091388	1.022858293	0.915341406	0.047389051	1.876170429	0.735915727	-0.52829025	1.092400005	0.663447553	1.112926493	0.237688957	0.336361609	0.293358737	0.265035363	0.405647404	1.808926095	-0.240481866	-0.24841387	2.545596162	0.52704321	0.924402353	2.632580058	1.554814918	1.295848314	1.933479339	2.889759884	0.656460324	-0.443071506	-0.096632344	1.19115589	0.29880412	0.594132681	2.352704685	0.817676049	0.306122869	0.324014317	0.011787115	1.221596084	0.905264071	-0.948634623	0.943171972	0.525662942	-0.195573862	0.766235866	-0.205209432	0.61445283	0.675924747	-0.101835416	0.625242315	1.255290528	0.398647404	0.448777121	0.547641855	-0.679666592	1.575782314	0.02635177	0.801511254	-0.291901184	1.593726151	1.41248732	-0.288888644	0.31290409	0.379341389	0.463605498	-0.244548261	-0.0407836	-0.042411087	2.640553732	1.110891149	0.350610796	0.442491363	1.25563978	1.231795237	0.277113091	-0.037340158	1.010939046	1.489888416	0.682751338	2.205611705	1.869387777	0.2711438	2.393777895	0.731204831	0.708610319	0.893125618	0.085643882	1.896893696	-0.121951941	3.229703583	1.745697364	1.292048347	0.569069985	0.966387201	1.44817699	0.545840111	1.346944852	1.678439443	-0.967124847	1.442129937	-0.455926947	0.75130525	3.318305917	1.082048418	-0.176077666	0.808320293	0.665495167	1.516142238	-0.158203859	0.666878909	0.276127079	-0.113016522	1.077640469	1.55867984	2.051858294	1.063006127	1.381201702	1.407815084	1.665369908	0.995756705	1.331052848	0.114099929	-0.425500843	0.434631316	1.591929141	0.318323025	1.343199534	1.831473299	1.653528388	-0.143457158	0.74631637	0.498269768	0.007633595	0.731458426	0.58204227	0.931454396	0.921852506	0.100062656	0.750901249	1.578016382	1.081476801	-0.209695905	0.635434572	0.647532221	0.840359447	1.734276058	0.243122616	0.960678202	1.35705675	1.285846165	0.539596372	0.933358998	-0.212505028	1.458292904	1.271226424	0.47588031	0.82436142	1.36848774	-0.335297964	-1.143757165	1.419186589	2.158424502	1.48669066	-0.02762515	0.946757842	-0.398168996	0.656649777	1.024506152	0.528280999	0.941033821	-0.747217984	0.838295022	1.132410908	2.336886623	1.657325381	2.173849493	2.014554716	0.857079288	0.291123888	0.895033332	1.424055991	1.77314562	0.826757587	2.226122682	0.827817579	-0.165708882	-0.415933122	0.771171393	1.282159441	-0.17113888	-0.202316276	0.67581592	1.377543133	0.03912009	0.56391509	1.613422335	1.609601564	0.7612651	0.284524325	0.855579517	0.76134521
TP53BP1|53BP1	1.157612299	1.55952026	0.751061149	1.95679622	1.513480911	1.602793016	1.417505391	1.441879775	1.968397018	1.413830481	1.642306924	1.430804277	0.91448275	0.769152286	1.767631421	2.661380196	1.605911899	0.344766132	1.770832931	1.514616497	0.001006607	2.182766058	1.067607204	0.822277509	1.565257498	1.002001354	1.452277115	1.749482003	0.141867701	1.220720845	0.984211663	1.775560864	2.184633825	1.111319432	0.107765055	1.165685403	1.555786739	2.428005942	1.091276157	1.482085442	0.163348064	2.340765116	0.931674432	2.25537498	2.212242943	0.825433331	1.191130648	2.198934976	1.323496323	1.682925224	0.999803726	1.939449484	0.954032438	1.88430851	0.958856472	1.883724167	1.948730408	0.943792982	1.474209116	1.276838524	1.068255135	1.623984066	0.273308177	1.065376318	1.629941573	1.121612292	1.966720655	2.316859417	2.207298993	1.512730681	0.253909687	1.321029545	1.408619122	1.635555338	1.521323622	1.153305677	2.131302064	1.591750603	1.101970788	1.168430556	0.130811521	1.077306157	1.676694546	1.881245924	1.260108773	1.681113207	0.950833461	1.994780192	0.694284901	0.905026902	1.346954925	-0.700073911	0.38017357	0.632584244	0.886728521	1.540594125	1.415344443	1.412195745	0.517702946	1.647974458	0.494618188	1.370254331	-0.301444859	1.466553461	1.400620683	1.944622876	1.641864256	1.132559017	1.828774813	0.581186793	2.159580874	1.561735494	1.065034873	0.970123252	2.259209566	2.159543716	1.330750288	1.121238506	1.313974487	1.724588945	0.770106317	1.839747652	-0.236360292	1.524744743	2.027149375	1.625329164	0.968112305	1.139158146	1.452877408	0.94938447	0.28178399	2.385829922	2.385480102	2.351481163	1.403166899	1.937247151	2.144339255	1.617813406	1.618616918	1.994544613	1.887449515	1.717367686	1.274181138	1.542956944	1.813064963	1.696810104	1.604107142	1.626250968	-0.01295249	1.734426359	1.808022862	1.619833417	1.410117156	1.804623538	1.583500341	2.380167176	1.033018034	2.03895005	-0.126341957	1.517006327	2.012844658	1.232420092	1.763769668	1.635014979	1.42490425	1.663775488	1.352370486	1.711888494	2.298163382	1.080661929	1.032066479	1.651432054	1.920087454	2.277775968	0.944961223	0.574321881	1.269240016	0.162131071	1.806405996	0.559902073	1.559266822	1.488049273	1.302293462	1.419100824	1.323160694	0.683085499	0.922509126	0.988776948	1.36372472	1.442970567	2.076105233	2.128186663	1.082747416	1.514649647	1.552667289	1.376529181	0.430251712	1.633316919	1.958285687	1.62637015	1.192211696	1.742512032	2.437700696	1.855944828	0.987461601	0.242666934	1.567123864	1.675588077	1.100485351	2.218811294	1.781267519	1.441067819	1.397829547	2.547882081	2.660354202	1.510792743	1.848550019	1.855913969	2.272841705	1.041852236	1.296840515	1.99018179	2.247968567	1.844082847	1.192846549	1.787080805	1.022466789	0.877499514	-0.196995568	1.35237131	2.01985875	1.583436886	0.193262444	2.150802828	1.46007452	2.002462252	1.664623644	0.379208294	1.710153777	2.324530825	1.642255495	1.749812469	0.986492959
ACACA ACACB|ACC_pS79	0.564127223	0.740385346	-0.435731089	1.545314046	0.309162084	0.525460195	-0.665999166	-0.169403887	0	-0.274175103	-0.360537266	-0.812900446	-1.210116744	0	0.616881568	0.48305087	0.784428352	-0.172460169	1.386518285	-0.388142926	-1.147993526	0.913877896	0.072596526	-0.545835483	0.373985158	0.753010228	0.222070416	1.56005202	-0.486717761	0.839711653	-0.521665614	0.468012402	1.155252593	-0.574598133	-1.407234736	0.118981556	3.18E-05	0.127593808	-0.241149873	1.578951376	-0.405749247	0.75687974	1.108773755	-0.158484218	0.553181247	0.193906918	0.098657987	0.540106394	0.344342874	0.347453358	0.260618602	0.817856217	0.516604214	0.38736847	0.558343792	-0.16597128	0.834263394	1.04464266	1.680623783	-0.265860658	-0.707504197	0.537087684	-0.042865929	-0.140953672	0.186633254	0.32876886	0.70177792	-0.250402536	-0.061860614	-0.361536952	-1.647336414	-0.066381798	0.723743647	0.238529205	0.221955637	1.260019778	0.325424492	-0.39676127	-0.961790127	0.276698683	-0.669553816	-0.430124922	-1.173442642	0.008203194	0.684449343	0.327295249	0.532687681	2.197390699	-0.66529389	0.268578432	0.372184472	-1.36776297	0.972789489	0.335041044	-0.034575005	0.564129868	0.414500811	0.353952314	-0.377335125	-0.038832585	-0.014056794	0.545732934	0.644044803	-0.953346175	-0.636864748	0.069272171	0.322796686	-0.36895636	0.296153045	-0.182297887	0.018286355	0.363873629	0.047391656	0.483524368	0.003924025	0.316249716	0.475952296	0.30363417	0.871584639	0.533633094	0.889745268	-0.449910368	-0.43206487	0.02832623	0.73556901	0.511657362	-0.785643166	-0.035197072	-0.228837938	-0.499657823	-0.216911832	-0.152275052	2.107508841	1.678750812	0.538202325	1.382657585	0.108535625	1.64625971	0.476347733	0.24694513	-1.585139889	0.983535457	-0.189476377	0.034403897	0.74452474	0.303769803	2.696992427	2.787321506	0.085189822	0.720058321	-0.470959048	-0.486906003	-1.388545964	0.757784346	0.654732329	-0.550266857	0.63712319	0.819966875	-1.619078823	0.126095573	0.555666647	0.175273775	-0.068632764	0.556261565	0.334390968	1.535005745	0.22413496	0.518584326	1.774182015	-0.913750851	0.000160475	-0.037336248	0.560628782	1.576043445	-0.129909353	-0.473813524	-0.079426737	0.859601376	0.14868589	0.123058946	0.277146488	0.163654052	1.576723572	1.258092139	0.934081612	-0.082121989	0.596057589	-0.458468616	1.149720403	-0.262372308	0.12471552	0.020237466	0.148591459	0.090031566	-0.461877425	-0.035200041	1.035166388	-0.200302664	-0.174048791	1.134501759	-0.800485471	0.102313711	1.271896859	0.457633066	2.196571543	0.860100158	0.384219989	-0.481477756	0.753600457	0.681313734	0.791088802	0.514813133	-0.494634216	0.576102932	1.222600536	1.048132826	0.136489019	0.241016758	0.45383821	0.784586326	0.4371372	0.479455389	-0.317038189	0.081408268	1.012510502	0.324277352	-0.426568561	-0.933083299	0.482994509	0.405376239	0.239917436	0.248866842	-0.350635093	0.576483735	0.212723666	1.604572224	1.039488711	-0.115805447	0.358533158	1.698123105	-0.776232719	0.059634675	0.700214074
